Air-SENSE device,1715704219,28.05,63.71,100697.09,25,42,43
Air-SENSE device,1715704220,28.06,63.70,100697.66,26,42,42
Air-SENSE device,1715704221,28.05,63.71,100694.78,25,41,41
Air-SENSE device,1715704222,28.06,63.71,100699.02,25,41,41
Air-SENSE device,1715704223,28.05,63.70,100695.89,25,39,40
Air-SENSE device,1715704224,28.05,63.71,100695.47,25,39,40
Air-SENSE device,1715704225,28.05,63.70,100698.20,26,38,39
Air-SENSE device,1715704226,28.05,63.70,100697.78,25,38,38
Air-SENSE device,1715704227,28.05,63.70,100696.84,25,38,38
Air-SENSE device,1715704228,28.05,63.71,100696.84,25,38,39
Air-SENSE device,1715704274,27.96,63.85,100700.36,24,39,41
Air-SENSE device,1715704275,27.95,63.85,100699.08,23,38,41
Air-SENSE device,1715704276,27.95,63.87,100698.40,23,39,42
Air-SENSE device,1715704277,27.95,63.89,100699.77,24,40,43
Air-SENSE device,1715704278,27.94,63.89,100698.78,24,39,42
Air-SENSE device,1715704279,27.94,63.90,100697.41,24,40,43
Air-SENSE device,1715704280,27.93,63.91,100697.25,24,40,42
Air-SENSE device,1715704281,27.93,63.93,100699.98,24,40,42
Air-SENSE device,1715704282,27.93,63.93,100702.04,24,40,42
Air-SENSE device,1715704283,27.93,63.93,100697.51,24,40,42
Air-SENSE device,1715704284,27.93,63.96,100701.19,24,39,40
Air-SENSE device,1715704285,27.93,63.96,100699.81,24,39,40
Air-SENSE device,1715704286,27.93,63.96,100699.56,25,39,39
Air-SENSE device,1715704287,27.92,63.98,100697.17,25,39,39
Air-SENSE device,1715704288,27.92,63.96,100700.59,25,38,39
Air-SENSE device,1715704289,27.92,63.97,100698.80,25,38,39
Air-SENSE device,1715704290,27.92,63.99,100697.17,25,38,38
Air-SENSE device,1715704291,27.91,63.99,100698.67,25,38,38
Air-SENSE device,1715704292,27.92,64.00,100699.09,25,38,38
Air-SENSE device,1715704293,27.91,64.01,100699.35,26,40,40
Air-SENSE device,1715704294,27.91,64.02,100699.88,26,40,40
Air-SENSE device,1715704295,27.90,64.02,100700.39,26,40,40
Air-SENSE device,1715704296,27.90,64.03,100699.70,27,40,41
Air-SENSE device,1715704297,27.90,64.03,100698.85,27,40,41
Air-SENSE device,1715704298,27.89,64.05,100696.50,27,42,42
Air-SENSE device,1715704299,27.88,64.05,100697.70,27,43,43
Air-SENSE device,1715704300,27.88,64.06,100694.54,25,44,44
Air-SENSE device,1715704302,27.89,64.08,100693.34,25,44,44
Air-SENSE device,1715704303,27.87,64.21,100698.34,25,44,45
Air-SENSE device,1715704304,27.78,66.38,100694.08,25,47,47
Air-SENSE device,1715704305,27.73,67.90,100698.23,39,70,72
Air-SENSE device,1715704306,27.70,68.69,100694.27,53,99,101
Air-SENSE device,1715704307,27.66,69.79,100699.59,71,140,149
Air-SENSE device,1715704308,27.61,70.46,100698.24,93,193,210
Air-SENSE device,1715704309,27.58,70.93,100694.11,116,265,297
Air-SENSE device,1715704310,27.55,71.54,100700.18,137,326,373
Air-SENSE device,1715704311,27.52,72.04,100698.78,137,326,373
Air-SENSE device,1715704312,27.50,72.73,100701.57,177,499,610
Air-SENSE device,1715704313,27.47,73.21,100698.29,195,584,742
Air-SENSE device,1715704314,27.44,73.74,100697.75,209,662,852
Air-SENSE device,1715704315,27.43,74.30,100702.91,210,742,1003
Air-SENSE device,1715704316,27.41,74.87,100698.43,206,800,1123
Air-SENSE device,1715704317,27.39,75.24,100698.31,195,853,1268
Air-SENSE device,1715704318,27.36,75.65,100701.41,179,893,1406
Air-SENSE device,1715704336,27.33,81.46,100702.52,24,559,1451
Air-SENSE device,1715704338,27.33,81.87,100701.97,21,530,1422
Air-SENSE device,1715704339,27.34,82.06,100702.56,21,541,1449
Air-SENSE device,1715704340,27.35,82.25,100702.90,21,541,1449
Air-SENSE device,1715704341,27.35,82.40,100706.58,21,537,1460
Air-SENSE device,1715704342,27.35,82.58,100707.27,21,526,1459
Air-SENSE device,1715704343,27.36,82.73,100704.83,21,526,1459
Air-SENSE device,1715704344,27.36,82.90,100706.82,21,524,1443
Air-SENSE device,1715704345,27.37,83.03,100706.56,21,524,1443
Air-SENSE device,1715704346,27.37,83.17,100705.36,21,524,1457
Air-SENSE device,1715704347,27.37,83.31,100706.73,21,524,1457
Air-SENSE device,1715704348,27.38,83.44,100704.72,20,518,1456
Air-SENSE device,1715704349,27.39,83.61,100703.01,19,510,1440
Air-SENSE device,1715704350,27.39,83.74,100702.32,19,510,1440
Air-SENSE device,1715704351,27.40,83.86,100704.25,19,505,1433
Air-SENSE device,1715704352,27.40,83.97,100704.51,19,505,1433
Air-SENSE device,1715704353,27.41,84.08,100706.64,517,943,1747
Air-SENSE device,1715704354,27.41,84.18,100705.78,1513,1826,2450
Air-SENSE device,1715704355,27.41,84.30,100706.38,2006,2266,2796
Air-SENSE device,1715704356,27.41,84.42,100704.59,2504,2717,3142
Air-SENSE device,1715704357,27.41,84.52,100707.75,3001,3173,3524
Air-SENSE device,1715704358,27.42,84.58,100706.52,3031,3203,3539
Air-SENSE device,1715704359,27.42,84.70,100705.57,3534,3662,3899
Air-SENSE device,1715704360,27.42,84.77,100706.68,4036,4118,4273
Air-SENSE device,1715704361,27.43,84.84,100711.89,4502,4544,4623
Air-SENSE device,1715704362,27.42,84.93,100708.05,4502,4544,4623
Air-SENSE device,1715704363,27.42,85.02,100709.42,3932,4012,4169
Air-SENSE device,1715704364,27.43,85.11,100710.69,3932,4012,4169
Air-SENSE device,1715704365,27.43,85.18,100708.90,3932,4012,4169
Air-SENSE device,1715704366,27.43,85.27,100707.27,3932,4012,4169
Air-SENSE device,1715704367,27.43,85.34,100711.63,3583,3712,3948
Air-SENSE device,1715704368,27.42,85.41,100712.16,3582,3712,3956
Air-SENSE device,1715704370,27.42,85.48,100705.83,3504,3631,3870
Air-SENSE device,1715704371,27.42,85.57,100705.57,3504,3631,3870
Air-SENSE device,1715704372,27.42,85.66,100703.09,3504,3631,3870
Air-SENSE device,1715704373,27.42,85.72,100708.73,3497,3623,3862
Air-SENSE device,1715704374,27.43,85.79,100710.53,3995,4081,4240
Air-SENSE device,1715704375,27.42,85.87,100708.98,3995,4081,4240
Air-SENSE device,1715704376,27.43,85.95,100709.33,3995,4081,4240
Air-SENSE device,1715704377,27.43,85.99,100708.38,5000,5000,5000
Air-SENSE device,1715704378,27.43,86.06,100709.75,5000,5000,5000
Air-SENSE device,1715704379,27.43,86.11,100704.54,5000,5000,5000
Air-SENSE device,1715704380,27.43,86.18,100705.91,5000,5000,5000
Air-SENSE device,1715704381,27.44,86.24,100707.44,5000,5000,5000
